UTC YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs;MoonPhaseDeg;MoonElevDeg;MoonIllum%;SunElevDeg
2020-12-10T00:12:55.000;2020-12-09T17:12:55.000;13.5;4.92;14.05;0;-115.8;-36.638;28.3;-0.665;
2020-12-10T00:15:05.000;2020-12-09T17:15:05.000;13.8;4.92;12.43;1;-115.8;-37.015;28.3;-1.056;
2020-12-10T00:20:05.000;2020-12-09T17:20:05.000;12.8;4.94;13.10;1;-115.8;-37.878;28.2;-1.962;
2020-12-10T00:25:05.000;2020-12-09T17:25:05.000;10.9;4.94;13.98;1;-115.9;-38.732;28.2;-2.874;
2020-12-10T00:30:05.000;2020-12-09T17:30:05.000;9.3;4.94;15.06;1;-115.9;-39.576;28.1;-3.791;
2020-12-10T00:35:05.000;2020-12-09T17:35:05.000;8.0;4.94;16.24;1;-116.0;-40.409;28.1;-4.713;
2020-12-10T00:40:05.000;2020-12-09T17:40:05.000;6.7;4.94;17.34;1;-116.0;-41.231;28.1;-5.641;
2020-12-10T00:45:05.000;2020-12-09T17:45:05.000;5.8;4.94;18.46;1;-116.1;-42.042;28.0;-6.574;
2020-12-10T00:50:05.000;2020-12-09T17:50:05.000;4.8;4.94;19.62;1;-116.1;-42.840;28.0;-7.511;
2020-12-10T00:55:05.000;2020-12-09T17:55:05.000;4.1;4.94;20.78;1;-116.2;-43.626;28.0;-8.453;
2020-12-10T01:00:08.000;2020-12-09T18:00:08.000;3.5;4.94;21.92;1;-116.2;-44.405;27.9;-9.409;
2020-12-10T01:05:33.000;2020-12-09T18:05:33.000;3.2;4.94;23.05;1;-116.2;-45.224;27.9;-10.440;
2020-12-10T01:15:09.000;2020-12-09T18:15:09.000;2.2;4.94;21.33;1;-116.3;-46.631;27.8;-12.278;
2020-12-10T01:20:15.000;2020-12-09T18:20:15.000;1.6;4.94;21.99;1;-116.4;-47.354;27.8;-13.260;
2020-12-10T01:25:17.000;2020-12-09T18:25:17.000;1.2;4.94;22.44;1;-116.4;-48.049;27.7;-14.233;
2020-12-10T01:30:23.000;2020-12-09T18:30:23.000;0.9;4.94;22.75;1;-116.5;-48.733;27.7;-15.223;
2020-12-10T01:35:22.000;2020-12-09T18:35:22.000;0.6;4.94;22.77;1;-116.5;-49.383;27.7;-16.194;
2020-12-10T01:40:26.000;2020-12-09T18:40:26.000;0.3;4.94;22.85;1;-116.6;-50.022;27.6;-17.184;
2020-12-10T01:45:28.000;2020-12-09T18:45:28.000;-0.0;4.94;22.95;1;-116.6;-50.634;27.6;-18.171;
2020-12-10T01:50:30.000;2020-12-09T18:50:30.000;-0.4;4.94;23.00;1;-116.7;-51.224;27.6;-19.160;
2020-12-10T01:55:30.000;2020-12-09T18:55:30.000;-0.7;4.94;22.99;1;-116.7;-51.785;27.5;-20.147;
2020-12-10T02:00:18.000;2020-12-09T19:00:18.000;-1.0;4.94;22.45;1;-116.8;-52.301;27.5;-21.096;
2020-12-10T02:05:11.000;2020-12-09T19:05:11.000;-1.0;4.94;22.28;1;-116.8;-52.801;27.5;-22.065;
2020-12-10T02:10:25.000;2020-12-09T19:10:25.000;-1.0;4.94;22.89;1;-116.9;-53.308;27.4;-23.105;
2020-12-10T02:15:25.000;2020-12-09T19:15:25.000;-1.0;4.94;22.89;1;-116.9;-53.763;27.4;-24.102;
2020-12-10T02:20:27.000;2020-12-09T19:20:27.000;-1.0;4.94;22.93;1;-116.9;-54.192;27.3;-25.108;
2020-12-10T02:25:25.000;2020-12-09T19:25:25.000;-1.3;4.94;22.85;1;-117.0;-54.585;27.3;-26.102;
2020-12-10T02:30:20.000;2020-12-09T19:30:20.000;-1.3;4.94;22.63;1;-117.0;-54.943;27.3;-27.089;
2020-12-10T02:35:23.000;2020-12-09T19:35:23.000;-1.3;4.94;22.74;1;-117.1;-55.278;27.2;-28.104;
2020-12-10T02:40:28.000;2020-12-09T19:40:28.000;-1.3;4.94;22.96;1;-117.1;-55.582;27.2;-29.128;
2020-12-10T02:45:28.000;2020-12-09T19:45:28.000;-1.3;4.94;22.95;1;-117.2;-55.845;27.2;-30.136;
2020-12-10T02:50:23.000;2020-12-09T19:50:23.000;-1.3;4.94;22.81;1;-117.2;-56.070;27.1;-31.130;
2020-12-10T02:55:28.000;2020-12-09T19:55:28.000;-1.3;4.94;22.94;1;-117.3;-56.266;27.1;-32.159;
2020-12-10T03:00:29.000;2020-12-09T20:00:29.000;-1.7;4.94;22.99;1;-117.3;-56.422;27.1;-33.175;
2020-12-10T03:05:26.000;2020-12-09T20:05:26.000;-1.7;4.94;22.93;1;-117.4;-56.540;27.0;-34.179;
2020-12-10T03:10:26.000;2020-12-09T20:10:26.000;-1.7;4.94;22.89;1;-117.4;-56.622;27.0;-35.195;
2020-12-10T03:15:24.000;2020-12-09T20:15:24.000;-1.7;4.94;22.84;1;-117.5;-56.666;26.9;-36.205;
2020-12-10T03:20:23.000;2020-12-09T20:20:23.000;-2.0;4.94;22.81;1;-117.5;-56.673;26.9;-37.219;
2020-12-10T03:25:28.000;2020-12-09T20:25:28.000;-1.7;4.94;22.96;1;-117.6;-56.641;26.9;-38.254;
2020-12-10T03:30:16.000;2020-12-09T20:30:16.000;-2.0;4.94;22.47;1;-117.6;-56.575;26.8;-39.232;
2020-12-10T03:35:11.000;2020-12-09T20:35:11.000;-2.0;4.94;21.87;1;-117.6;-56.472;26.8;-40.234;
2020-12-10T03:40:15.000;2020-12-09T20:40:15.000;-1.7;4.94;22.07;1;-117.7;-56.328;26.8;-41.267;
2020-12-10T03:45:15.000;2020-12-09T20:45:15.000;-1.3;4.94;22.56;1;-117.7;-56.150;26.7;-42.287;
2020-12-10T03:50:28.000;2020-12-09T20:50:28.000;-1.0;4.94;22.97;1;-117.8;-55.925;26.7;-43.351;
2020-12-10T03:55:31.000;2020-12-09T20:55:31.000;-0.7;4.94;23.02;1;-117.8;-55.671;26.7;-44.381;
2020-12-10T04:00:32.000;2020-12-09T21:00:32.000;-0.7;4.94;23.02;1;-117.9;-55.383;26.6;-45.403;
2020-12-10T04:05:21.000;2020-12-09T21:05:21.000;-1.0;4.94;22.63;1;-117.9;-55.076;26.6;-46.385;
2020-12-10T04:10:21.000;2020-12-09T21:10:21.000;-1.0;4.94;22.67;1;-118.0;-54.724;26.5;-47.403;
2020-12-10T04:15:18.000;2020-12-09T21:15:18.000;-1.0;4.94;22.56;1;-118.0;-54.345;26.5;-48.410;
2020-12-10T04:20:25.000;2020-12-09T21:20:25.000;-1.0;4.94;22.90;1;-118.1;-53.922;26.5;-49.449;
2020-12-10T04:25:23.000;2020-12-09T21:25:23.000;-1.0;4.94;22.79;1;-118.1;-53.481;26.4;-50.457;
2020-12-10T04:30:19.000;2020-12-09T21:30:19.000;-1.0;4.94;22.63;1;-118.2;-53.016;26.4;-51.457;
2020-12-10T04:35:23.000;2020-12-09T21:35:23.000;-0.7;4.94;22.77;1;-118.2;-52.510;26.4;-52.481;
2020-12-10T04:40:23.000;2020-12-09T21:40:23.000;-0.7;4.94;22.80;1;-118.2;-51.984;26.3;-53.490;
2020-12-10T04:45:31.000;2020-12-09T21:45:31.000;-0.7;4.94;23.01;1;-118.3;-51.419;26.3;-54.523;
2020-12-10T04:50:31.000;2020-12-09T21:50:31.000;-0.7;4.94;23.01;1;-118.3;-50.843;26.3;-55.526;
2020-12-10T04:55:31.000;2020-12-09T21:55:31.000;-0.7;4.94;23.01;1;-118.4;-50.245;26.2;-56.526;
2020-12-10T05:00:31.000;2020-12-09T22:00:31.000;-1.0;4.94;23.02;1;-118.4;-49.625;26.2;-57.522;
2020-12-10T05:05:31.000;2020-12-09T22:05:31.000;-1.0;4.94;23.01;1;-118.5;-48.984;26.2;-58.514;
2020-12-10T05:10:30.000;2020-12-09T22:10:30.000;-1.3;4.94;23.01;1;-118.5;-48.326;26.1;-59.498;
2020-12-10T05:15:30.000;2020-12-09T22:15:30.000;-1.3;4.94;23.01;1;-118.6;-47.646;26.1;-60.479;
2020-12-10T05:20:31.000;2020-12-09T22:20:31.000;-1.7;4.94;23.02;1;-118.6;-46.947;26.0;-61.458;
2020-12-10T05:25:29.000;2020-12-09T22:25:29.000;-1.7;4.94;22.99;1;-118.7;-46.237;26.0;-62.420;
2020-12-10T05:30:26.000;2020-12-09T22:30:26.000;-2.0;4.94;22.89;1;-118.7;-45.514;26.0;-63.371;
2020-12-10T05:35:16.000;2020-12-09T22:35:16.000;-2.0;4.94;22.44;1;-118.8;-44.794;25.9;-64.291;
2020-12-10T05:40:25.000;2020-12-09T22:40:25.000;-2.0;4.94;22.88;1;-118.8;-44.011;25.9;-65.261;
2020-12-10T05:45:29.000;2020-12-09T22:45:29.000;-2.0;4.94;23.00;1;-118.9;-43.227;25.9;-66.204;
2020-12-10T05:50:29.000;2020-12-09T22:50:29.000;-2.0;4.94;23.00;1;-118.9;-42.440;25.8;-67.122;
2020-12-10T05:55:29.000;2020-12-09T22:55:29.000;-2.0;4.94;22.99;1;-119.0;-41.641;25.8;-68.025;
2020-12-10T06:00:29.000;2020-12-09T23:00:29.000;-2.0;4.94;22.99;1;-119.0;-40.830;25.8;-68.912;
2020-12-10T06:05:29.000;2020-12-09T23:05:29.000;-2.3;4.94;22.99;1;-119.0;-40.008;25.7;-69.780;
2020-12-10T06:10:29.000;2020-12-09T23:10:29.000;-2.3;4.94;22.99;1;-119.1;-39.176;25.7;-70.626;
2020-12-10T06:15:28.000;2020-12-09T23:15:28.000;-2.3;4.94;22.97;1;-119.1;-38.337;25.7;-71.446;
2020-12-10T06:20:28.000;2020-12-09T23:20:28.000;-2.3;4.94;22.98;1;-119.2;-37.485;25.6;-72.240;
2020-12-10T06:25:28.000;2020-12-09T23:25:28.000;-2.3;4.94;22.98;1;-119.2;-36.625;25.6;-73.003;
2020-12-10T06:30:25.000;2020-12-09T23:30:25.000;-2.6;4.94;22.89;1;-119.3;-35.765;25.5;-73.721;
2020-12-10T06:35:24.000;2020-12-09T23:35:24.000;-2.6;4.94;22.77;1;-119.3;-34.892;25.5;-74.404;
2020-12-10T06:40:21.000;2020-12-09T23:40:21.000;-2.6;4.94;22.69;1;-119.4;-34.017;25.5;-75.035;
2020-12-10T06:45:19.000;2020-12-09T23:45:19.000;-2.6;4.94;22.62;1;-119.4;-33.132;25.4;-75.616;
2020-12-10T06:50:17.000;2020-12-09T23:50:17.000;-2.3;4.94;22.55;1;-119.5;-32.241;25.4;-76.136;
2020-12-10T06:55:20.000;2020-12-09T23:55:20.000;-2.3;4.94;22.67;1;-119.5;-31.329;25.4;-76.597;
2020-12-10T07:00:24.000;2020-12-10T00:00:24.000;-2.0;4.94;22.79;1;-119.6;-30.407;25.3;-76.983;
2020-12-10T07:05:18.000;2020-12-10T00:05:18.000;-2.0;4.94;22.59;1;-119.6;-29.511;25.3;-77.276;
2020-12-10T07:10:26.000;2020-12-10T00:10:26.000;-1.7;4.94;22.89;1;-119.7;-28.566;25.3;-77.492;
2020-12-10T07:15:22.000;2020-12-10T00:15:22.000;-1.7;4.94;22.71;1;-119.7;-27.654;25.2;-77.609;
2020-12-10T07:20:17.000;2020-12-10T00:20:17.000;-1.3;4.94;22.53;1;-119.7;-26.740;25.2;-77.634;
2020-12-10T07:25:19.000;2020-12-10T00:25:19.000;-1.3;4.94;22.57;1;-119.8;-25.800;25.2;-77.563;
2020-12-10T07:30:16.000;2020-12-10T00:30:16.000;-1.0;4.94;22.52;1;-119.8;-24.871;25.1;-77.401;
2020-12-10T07:35:21.000;2020-12-10T00:35:21.000;-0.7;4.94;22.65;1;-119.9;-23.914;25.1;-77.143;
2020-12-10T07:40:20.000;2020-12-10T00:40:20.000;-0.7;4.94;22.63;1;-119.9;-22.972;25.1;-76.804;
2020-12-10T07:45:21.000;2020-12-10T00:45:21.000;-0.7;4.94;22.64;1;-120.0;-22.021;25.0;-76.385;
2020-12-10T07:50:22.000;2020-12-10T00:50:22.000;-0.4;4.94;22.68;1;-120.0;-21.066;25.0;-75.893;
2020-12-10T07:55:24.000;2020-12-10T00:55:24.000;-0.4;4.94;22.75;1;-120.1;-20.106;24.9;-75.335;
2020-12-10T08:00:22.000;2020-12-10T01:00:22.000;-0.4;4.94;22.73;1;-120.1;-19.156;24.9;-74.728;
2020-12-10T08:05:21.000;2020-12-10T01:05:21.000;-0.4;4.94;22.73;1;-120.2;-18.200;24.9;-74.068;
2020-12-10T08:10:22.000;2020-12-10T01:10:22.000;-0.4;4.94;22.75;1;-120.2;-17.235;24.8;-73.360;
2020-12-10T08:15:20.000;2020-12-10T01:15:20.000;-0.0;4.94;22.62;1;-120.3;-16.278;24.8;-72.620;
2020-12-10T08:20:17.000;2020-12-10T01:20:17.000;-0.0;4.94;22.49;1;-120.3;-15.323;24.8;-71.848;
2020-12-10T08:25:20.000;2020-12-10T01:25:20.000;-0.0;4.94;22.59;1;-120.4;-14.347;24.7;-71.032;
2020-12-10T08:30:20.000;2020-12-10T01:30:20.000;0.3;4.94;22.59;1;-120.4;-13.379;24.7;-70.197;
2020-12-10T08:35:22.000;2020-12-10T01:35:22.000;0.3;4.94;22.73;1;-120.4;-12.403;24.7;-69.333;
2020-12-10T08:40:24.000;2020-12-10T01:40:24.000;0.3;4.94;22.80;1;-120.5;-11.426;24.6;-68.449;
2020-12-10T08:45:21.000;2020-12-10T01:45:21.000;0.6;4.94;22.69;1;-120.5;-10.465;24.6;-67.563;
2020-12-10T08:50:20.000;2020-12-10T01:50:20.000;0.6;4.94;22.58;1;-120.6;-9.496;24.6;-66.655;
2020-12-10T08:55:21.000;2020-12-10T01:55:21.000;0.6;4.94;22.64;1;-120.6;-8.520;24.5;-65.727;
2020-12-10T09:00:21.000;2020-12-10T02:00:21.000;0.6;4.94;22.60;1;-120.7;-7.547;24.5;-64.791;
2020-12-10T09:05:17.000;2020-12-10T02:05:17.000;0.6;4.94;22.44;1;-120.7;-6.587;24.5;-63.857;
2020-12-10T09:10:18.000;2020-12-10T02:10:18.000;0.9;4.94;22.49;1;-120.8;-5.610;24.4;-62.897;
2020-12-10T09:15:16.000;2020-12-10T02:15:16.000;1.2;4.94;22.41;1;-120.8;-4.644;24.4;-61.939;
2020-12-10T09:20:19.000;2020-12-10T02:20:19.000;1.6;4.94;22.53;1;-120.9;-3.661;24.3;-60.958;
2020-12-10T09:25:20.000;2020-12-10T02:25:20.000;1.9;4.94;22.63;1;-120.9;-2.685;24.3;-59.976;
2020-12-10T09:30:19.000;2020-12-10T02:30:19.000;2.5;4.94;22.57;1;-121.0;-1.716;24.3;-58.995;
2020-12-10T09:35:20.000;2020-12-10T02:35:20.000;2.9;4.94;22.60;1;-121.0;-0.742;24.2;-58.003;
2020-12-10T09:40:20.000;2020-12-10T02:40:20.000;2.9;4.94;22.60;1;-121.1;0.229;24.2;-57.009;
2020-12-10T09:45:19.000;2020-12-10T02:45:19.000;2.9;4.94;22.54;1;-121.1;1.195;24.2;-56.014;
2020-12-10T09:50:19.000;2020-12-10T02:50:19.000;3.2;4.94;22.56;1;-121.1;2.164;24.1;-55.013;
2020-12-10T09:55:17.000;2020-12-10T02:55:17.000;3.2;4.94;22.47;1;-121.2;3.124;24.1;-54.015;
2020-12-10T10:00:19.000;2020-12-10T03:00:19.000;3.2;4.94;22.54;1;-121.2;4.096;24.1;-53.001;
2020-12-10T10:05:16.000;2020-12-10T03:05:16.000;3.2;4.94;22.32;1;-121.3;5.050;24.0;-52.001;
2020-12-10T10:10:14.000;2020-12-10T03:10:14.000;3.2;4.94;22.22;1;-121.3;6.006;24.0;-50.996;
2020-12-10T10:15:19.000;2020-12-10T03:15:19.000;3.5;4.94;22.54;1;-121.4;6.982;24.0;-49.966;
2020-12-10T10:20:16.000;2020-12-10T03:20:16.000;3.2;4.94;22.32;1;-121.4;7.931;23.9;-48.961;
2020-12-10T10:25:14.000;2020-12-10T03:25:14.000;3.2;4.94;22.22;1;-121.5;8.880;23.9;-47.951;
2020-12-10T10:30:14.000;2020-12-10T03:30:14.000;3.2;4.94;22.24;1;-121.5;9.833;23.9;-46.934;
2020-12-10T10:35:13.000;2020-12-10T03:35:13.000;3.2;4.94;22.19;1;-121.6;10.780;23.8;-45.919;
2020-12-10T10:40:15.000;2020-12-10T03:40:15.000;3.2;4.94;22.26;1;-121.6;11.734;23.8;-44.893;
2020-12-10T10:45:12.000;2020-12-10T03:45:12.000;3.2;4.94;22.16;1;-121.7;12.669;23.8;-43.884;
2020-12-10T10:50:12.000;2020-12-10T03:50:12.000;3.2;4.94;22.14;1;-121.7;13.610;23.7;-42.865;
2020-12-10T10:55:14.000;2020-12-10T03:55:14.000;2.9;4.94;22.25;1;-121.8;14.553;23.7;-41.839;
2020-12-10T11:00:11.000;2020-12-10T04:00:11.000;2.9;4.94;22.13;1;-121.8;15.478;23.7;-40.830;
2020-12-10T11:05:11.000;2020-12-10T04:05:11.000;2.9;4.94;22.12;1;-121.8;16.408;23.6;-39.810;
2020-12-10T11:10:11.000;2020-12-10T04:10:11.000;2.5;4.94;22.12;1;-121.9;17.333;23.6;-38.792;
2020-12-10T11:15:10.000;2020-12-10T04:15:10.000;2.5;4.94;22.07;1;-121.9;18.252;23.5;-37.777;
2020-12-10T11:20:10.000;2020-12-10T04:20:10.000;2.5;4.94;22.03;1;-122.0;19.168;23.5;-36.759;
2020-12-10T11:25:09.000;2020-12-10T04:25:09.000;2.5;4.94;21.97;1;-122.0;20.077;23.5;-35.746;
2020-12-10T11:30:15.000;2020-12-10T04:30:15.000;2.5;4.94;21.94;1;-122.1;21.001;23.4;-34.710;
2020-12-10T11:35:14.000;2020-12-10T04:35:14.000;2.5;4.94;21.88;1;-122.1;21.899;23.4;-33.699;
2020-12-10T11:40:13.000;2020-12-10T04:40:13.000;2.5;4.94;21.85;1;-122.2;22.792;23.4;-32.689;
2020-12-10T11:45:12.000;2020-12-10T04:45:12.000;2.5;4.94;21.76;1;-122.2;23.678;23.3;-31.680;
2020-12-10T11:50:11.000;2020-12-10T04:50:11.000;2.5;4.94;21.71;1;-122.3;24.558;23.3;-30.672;
2020-12-10T11:55:11.000;2020-12-10T04:55:11.000;2.5;4.94;21.75;1;-122.3;25.434;23.3;-29.663;
2020-12-10T12:00:11.000;2020-12-10T05:00:11.000;2.5;4.94;21.70;1;-122.4;26.303;23.2;-28.656;
2020-12-10T12:05:10.000;2020-12-10T05:05:10.000;2.5;4.94;21.66;1;-122.4;27.162;23.2;-27.653;
2020-12-10T12:10:09.000;2020-12-10T05:10:09.000;2.2;4.94;21.60;1;-122.5;28.013;23.2;-26.653;
2020-12-10T12:15:09.000;2020-12-10T05:15:09.000;2.2;4.94;21.61;1;-122.5;28.859;23.1;-25.651;
2020-12-10T12:20:10.000;2020-12-10T05:20:10.000;1.9;4.94;21.66;1;-122.6;29.700;23.1;-24.648;
2020-12-10T12:25:09.000;2020-12-10T05:25:09.000;1.9;4.94;21.62;1;-122.6;30.525;23.1;-23.654;
2020-12-10T12:30:10.000;2020-12-10T05:30:10.000;1.6;4.94;21.71;1;-122.6;31.347;23.0;-22.655;
2020-12-10T12:35:07.000;2020-12-10T05:35:07.000;1.2;4.94;21.43;1;-122.7;32.149;23.0;-21.672;
2020-12-10T12:40:08.000;2020-12-10T05:40:08.000;0.9;4.94;21.52;1;-122.7;32.951;23.0;-20.679;
2020-12-10T12:45:08.000;2020-12-10T05:45:08.000;0.9;4.94;21.53;1;-122.8;33.739;22.9;-19.692;
2020-12-10T12:50:08.000;2020-12-10T05:50:08.000;0.6;4.94;21.53;1;-122.8;34.516;22.9;-18.707;
2020-12-10T12:55:08.000;2020-12-10T05:55:08.000;0.6;4.94;21.61;1;-122.9;35.282;22.9;-17.726;
2020-12-10T13:00:08.000;2020-12-10T06:00:08.000;0.3;4.94;21.53;1;-122.9;36.035;22.8;-16.748;
2020-12-10T13:05:10.000;2020-12-10T06:05:10.000;0.3;4.94;21.37;1;-123.0;36.780;22.8;-15.766;
2020-12-10T13:10:09.000;2020-12-10T06:10:09.000;0.3;4.94;21.33;1;-123.0;37.504;22.8;-14.797;
2020-12-10T13:15:07.000;2020-12-10T06:15:07.000;-0.0;4.94;21.17;1;-123.1;38.212;22.7;-13.836;
2020-12-10T13:20:05.000;2020-12-10T06:20:05.000;-0.0;4.94;20.93;1;-123.1;38.905;22.7;-12.877;
2020-12-10T13:25:05.000;2020-12-10T06:25:05.000;-0.4;4.94;20.49;1;-123.2;39.588;22.6;-11.917;
2020-12-10T13:30:05.000;2020-12-10T06:30:05.000;-0.4;4.94;19.91;1;-123.2;40.255;22.6;-10.960;
2020-12-10T13:35:05.000;2020-12-10T06:35:05.000;-0.4;4.94;18.71;1;-123.3;40.905;22.6;-10.007;
2020-12-10T13:40:05.000;2020-12-10T06:40:05.000;-0.4;4.94;17.95;1;-123.3;41.537;22.5;-9.058;
2020-12-10T13:45:05.000;2020-12-10T06:45:05.000;-0.4;4.94;17.02;1;-123.4;42.152;22.5;-8.114;
2020-12-10T13:50:05.000;2020-12-10T06:50:05.000;-0.4;4.94;16.27;1;-123.4;42.747;22.5;-7.174;
2020-12-10T13:55:05.000;2020-12-10T06:55:05.000;-0.4;4.94;15.27;1;-123.4;43.323;22.4;-6.239;
2020-12-10T14:00:05.000;2020-12-10T07:00:05.000;-0.0;4.94;14.25;1;-123.5;43.878;22.4;-5.309;
2020-12-10T14:05:05.000;2020-12-10T07:05:05.000;-0.0;4.94;12.96;1;-123.5;44.413;22.4;-4.384;
2020-12-10T14:15:05.000;2020-12-10T07:15:05.000;-0.0;4.94;15.42;1;-123.6;45.415;22.3;-2.550;
2020-12-10T14:20:05.000;2020-12-10T07:20:05.000;0.3;4.94;14.64;1;-123.7;45.881;22.3;-1.641;
2020-12-10T14:25:05.000;2020-12-10T07:25:05.000;0.3;4.94;14.11;1;-123.7;46.322;22.2;-0.738;
2020-12-10T14:30:05.000;2020-12-10T07:30:05.000;0.3;4.94;13.79;1;-123.8;46.739;22.2;0.159;
2020-12-10T14:35:05.000;2020-12-10T07:35:05.000;0.3;4.94;13.14;1;-123.8;47.130;22.2;1.050;
2020-12-10T14:40:05.000;2020-12-10T07:40:05.000;0.6;4.94;12.74;1;-123.9;47.494;22.1;1.935;
2020-12-10T14:45:05.000;2020-12-10T07:45:05.000;0.6;4.94;12.41;1;-123.9;47.831;22.1;2.813;
2020-12-10T14:50:05.000;2020-12-10T07:50:05.000;0.6;4.94;12.27;1;-124.0;48.140;22.1;3.684;
2020-12-10T14:55:05.000;2020-12-10T07:55:05.000;0.6;4.94;12.14;1;-124.0;48.420;22.0;4.548;
2020-12-10T15:00:05.000;2020-12-10T08:00:05.000;0.6;4.94;12.76;1;-124.1;48.671;22.0;5.404;
2020-12-10T15:05:05.000;2020-12-10T08:05:05.000;0.6;4.94;13.16;1;-124.1;48.892;22.0;6.253;
2020-12-10T15:10:05.000;2020-12-10T08:10:05.000;0.6;4.94;13.27;1;-124.2;49.083;21.9;7.095;
2020-12-10T15:15:05.000;2020-12-10T08:15:05.000;0.6;4.94;13.04;1;-124.2;49.244;21.9;7.928;
2020-12-10T15:20:05.000;2020-12-10T08:20:05.000;0.6;4.94;12.64;1;-124.2;49.373;21.9;8.753;
2020-12-10T15:25:05.000;2020-12-10T08:25:05.000;0.6;4.94;12.17;1;-124.3;49.471;21.8;9.569;
2020-12-10T23:15:05.000;2020-12-10T16:15:05.000;3.5;4.94;12.16;1;-128.7;-19.956;18.7;9.309;
2020-12-10T23:20:05.000;2020-12-10T16:20:05.000;3.5;4.94;12.16;1;-128.8;-20.947;18.7;8.490;
2020-12-10T23:25:05.000;2020-12-10T16:25:05.000;3.5;4.94;12.27;1;-128.8;-21.937;18.7;7.663;
2020-12-10T23:30:05.000;2020-12-10T16:30:05.000;3.2;4.94;12.04;1;-128.9;-22.925;18.6;6.827;
2020-12-10T23:55:05.000;2020-12-10T16:55:05.000;2.9;4.94;12.14;1;-129.1;-27.837;18.5;2.533;
2020-12-11T00:00:05.000;2020-12-10T17:00:05.000;2.9;4.94;12.62;1;-129.2;-28.812;18.4;1.653;
2020-12-11T00:05:05.000;2020-12-10T17:05:05.000;2.5;4.94;13.10;1;-129.2;-29.784;18.4;0.766;
2020-12-11T00:10:05.000;2020-12-10T17:10:05.000;2.5;4.94;13.52;1;-129.3;-30.753;18.4;-0.126;
2020-12-11T00:15:05.000;2020-12-10T17:15:05.000;2.2;4.94;14.01;1;-129.3;-31.719;18.3;-1.026;
2020-12-11T00:20:05.000;2020-12-10T17:20:05.000;2.2;4.94;14.68;1;-129.3;-32.681;18.3;-1.930;
2020-12-11T00:25:05.000;2020-12-10T17:25:05.000;2.2;4.94;15.44;1;-129.4;-33.640;18.3;-2.841;
2020-12-11T00:30:05.000;2020-12-10T17:30:05.000;1.9;4.94;16.35;1;-129.4;-34.594;18.2;-3.757;
2020-12-11T00:35:05.000;2020-12-10T17:35:05.000;1.9;4.94;17.52;1;-129.5;-35.544;18.2;-4.679;
2020-12-11T00:40:05.000;2020-12-10T17:40:05.000;1.6;4.94;18.66;1;-129.5;-36.489;18.2;-5.606;
2020-12-11T00:45:05.000;2020-12-10T17:45:05.000;1.6;4.94;19.78;1;-129.6;-37.429;18.1;-6.537;
2020-12-11T00:50:05.000;2020-12-10T17:50:05.000;1.2;4.94;20.91;1;-129.6;-38.363;18.1;-7.474;
2020-12-11T00:55:15.000;2020-12-10T17:55:15.000;1.6;4.94;22.02;1;-129.7;-39.323;18.1;-8.447;
2020-12-11T01:00:35.000;2020-12-10T18:00:35.000;1.6;4.94;23.14;1;-129.7;-40.306;18.0;-9.456;
2020-12-11T01:25:09.000;2020-12-10T18:25:09.000;0.6;4.94;21.67;1;-130.0;-44.730;17.9;-14.164;
2020-12-11T01:30:12.000;2020-12-10T18:30:12.000;0.3;4.94;21.84;1;-130.0;-45.614;17.9;-15.143;
2020-12-11T01:35:15.000;2020-12-10T18:35:15.000;0.3;4.94;22.01;1;-130.1;-46.488;17.8;-16.126;
2020-12-11T01:40:16.000;2020-12-10T18:40:16.000;-0.0;4.94;22.09;1;-130.1;-47.345;17.8;-17.106;
2020-12-11T01:45:10.000;2020-12-10T18:45:10.000;-0.4;4.94;22.17;1;-130.2;-48.172;17.8;-18.065;
2020-12-11T01:50:11.000;2020-12-10T18:50:11.000;-0.4;4.94;22.25;1;-130.2;-49.007;17.7;-19.051;
2020-12-11T01:55:13.000;2020-12-10T18:55:13.000;-0.7;4.94;22.32;1;-130.2;-49.832;17.7;-20.043;
2020-12-11T02:00:14.000;2020-12-10T19:00:14.000;-0.7;4.94;22.40;1;-130.3;-50.640;17.7;-21.035;
2020-12-11T02:05:15.000;2020-12-10T19:05:15.000;-1.0;4.94;22.44;1;-130.3;-51.434;17.6;-22.029;
2020-12-11T02:10:16.000;2020-12-10T19:10:16.000;-1.0;4.94;22.48;1;-130.4;-52.213;17.6;-23.026;
2020-12-11T02:15:20.000;2020-12-10T19:15:20.000;-1.0;4.94;22.62;1;-130.4;-52.982;17.6;-24.036;
2020-12-11T02:20:21.000;2020-12-10T19:20:21.000;-1.0;4.94;22.67;1;-130.5;-53.726;17.5;-25.037;
2020-12-11T02:25:23.000;2020-12-10T19:25:23.000;-1.3;4.94;22.83;1;-130.5;-54.454;17.5;-26.045;
2020-12-11T02:30:28.000;2020-12-10T19:30:28.000;-1.3;4.94;22.97;1;-130.6;-55.169;17.5;-27.064;
2020-12-11T02:35:28.000;2020-12-10T19:35:28.000;-1.3;4.94;22.95;1;-130.6;-55.851;17.4;-28.069;
2020-12-11T02:40:33.000;2020-12-10T19:40:33.000;-1.3;4.94;23.08;1;-130.7;-56.521;17.4;-29.092;
