UTC YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs;MoonPhaseDeg;MoonElevDeg;MoonIllum%;SunElevDeg
2020-12-19T02:50:21.000;2020-12-18T19:50:21.000;-7.1;4.94;22.79;1;122.7;18.504;23.0;-30.478;
2020-12-19T02:55:21.000;2020-12-18T19:55:21.000;-7.1;4.94;22.80;1;122.6;17.745;23.0;-31.488;
2020-12-19T03:00:21.000;2020-12-18T20:00:21.000;-7.1;4.94;22.80;1;122.6;16.977;23.1;-32.498;
2020-12-19T03:05:21.000;2020-12-18T20:05:21.000;-7.1;4.94;22.80;1;122.6;16.199;23.1;-33.511;
2020-12-19T03:10:21.000;2020-12-18T20:10:21.000;-7.1;4.94;22.81;1;122.5;15.411;23.1;-34.524;
2020-12-19T03:15:21.000;2020-12-18T20:15:21.000;-7.1;4.94;22.81;1;122.5;14.616;23.1;-35.539;
2020-12-19T03:20:22.000;2020-12-18T20:20:22.000;-7.1;4.94;22.81;1;122.4;13.808;23.2;-36.558;
2020-12-19T03:25:22.000;2020-12-18T20:25:22.000;-7.1;4.94;22.82;1;122.4;12.996;23.2;-37.575;
2020-12-19T03:30:22.000;2020-12-18T20:30:22.000;-7.1;4.94;22.82;1;122.4;12.175;23.2;-38.592;
2020-12-19T03:35:22.000;2020-12-18T20:35:22.000;-7.1;4.94;22.83;1;122.3;11.347;23.3;-39.610;
2020-12-19T03:40:22.000;2020-12-18T20:40:22.000;-7.1;4.94;22.84;1;122.3;10.511;23.3;-40.629;
2020-12-19T03:45:22.000;2020-12-18T20:45:22.000;-7.1;4.94;22.84;1;122.2;9.668;23.3;-41.648;
2020-12-19T03:50:23.000;2020-12-18T20:50:23.000;-7.1;4.94;22.85;1;122.2;8.816;23.4;-42.671;
2020-12-19T03:55:23.000;2020-12-18T20:55:23.000;-7.1;4.94;22.87;1;122.1;7.960;23.4;-43.691;
2020-12-19T04:00:23.000;2020-12-18T21:00:23.000;-7.1;4.94;22.87;1;122.1;7.097;23.4;-44.710;
2020-12-19T04:05:24.000;2020-12-18T21:05:24.000;-7.1;4.94;22.88;1;122.1;6.225;23.5;-45.733;
2020-12-19T04:10:24.000;2020-12-18T21:10:24.000;-7.1;4.94;22.89;1;122.0;5.350;23.5;-46.752;
2020-12-19T04:15:25.000;2020-12-18T21:15:25.000;-7.1;4.94;22.91;1;122.0;4.467;23.5;-47.774;
2020-12-19T04:20:25.000;2020-12-18T21:20:25.000;-7.5;4.94;22.93;1;121.9;3.581;23.5;-48.791;
2020-12-19T04:25:26.000;2020-12-18T21:25:26.000;-7.8;4.94;22.94;1;121.9;2.686;23.6;-49.811;
2020-12-19T04:30:26.000;2020-12-18T21:30:26.000;-7.5;4.94;22.96;1;121.9;1.790;23.6;-50.827;
2020-12-19T04:35:27.000;2020-12-18T21:35:27.000;-7.8;4.94;22.97;1;121.8;0.885;23.6;-51.844;
2020-12-19T04:40:27.000;2020-12-18T21:40:27.000;-7.8;4.94;22.99;1;121.8;-0.021;23.7;-52.856;
2020-12-19T04:45:28.000;2020-12-18T21:45:28.000;-7.8;4.94;23.00;1;121.7;-0.935;23.7;-53.870;
2020-12-19T04:50:28.000;2020-12-18T21:50:28.000;-7.8;4.94;23.00;1;121.7;-1.850;23.7;-54.877;
2020-12-19T04:55:28.000;2020-12-18T21:55:28.000;-7.8;4.94;23.00;1;121.7;-2.770;23.8;-55.882;
2020-12-19T05:00:27.000;2020-12-18T22:00:27.000;-8.1;4.94;23.00;1;121.6;-3.690;23.8;-56.881;
2020-12-19T05:05:27.000;2020-12-18T22:05:27.000;-8.1;4.94;23.00;1;121.6;-4.618;23.8;-57.879;
2020-12-19T05:10:27.000;2020-12-18T22:10:27.000;-8.1;4.94;23.00;1;121.5;-5.549;23.9;-58.873;
2020-12-19T05:15:27.000;2020-12-18T22:15:27.000;-8.4;4.94;23.00;1;121.5;-6.484;23.9;-59.863;
2020-12-19T05:20:27.000;2020-12-18T22:20:27.000;-8.4;4.94;23.00;1;121.4;-7.422;23.9;-60.847;
2020-12-19T05:25:27.000;2020-12-18T22:25:27.000;-8.4;4.94;23.00;1;121.4;-8.363;23.9;-61.826;
2020-12-19T05:30:27.000;2020-12-18T22:30:27.000;-8.8;4.94;22.99;1;121.4;-9.308;24.0;-62.798;
2020-12-19T05:35:27.000;2020-12-18T22:35:27.000;-8.8;4.94;22.99;1;121.3;-10.256;24.0;-63.762;
2020-12-19T05:40:26.000;2020-12-18T22:40:26.000;-8.8;4.94;22.98;1;121.3;-11.203;24.0;-64.715;
2020-12-19T05:45:26.000;2020-12-18T22:45:26.000;-8.8;4.94;22.99;1;121.2;-12.156;24.1;-65.662;
2020-12-19T05:50:26.000;2020-12-18T22:50:26.000;-9.1;4.94;22.98;1;121.2;-13.111;24.1;-66.597;
2020-12-19T05:55:26.000;2020-12-18T22:55:26.000;-9.1;4.94;22.98;1;121.2;-14.070;24.1;-67.520;
2020-12-19T06:00:26.000;2020-12-18T23:00:26.000;-9.1;4.94;22.97;1;121.1;-15.030;24.2;-68.429;
2020-12-19T06:05:26.000;2020-12-18T23:05:26.000;-9.1;4.94;22.98;1;121.1;-15.992;24.2;-69.322;
2020-12-19T06:10:26.000;2020-12-18T23:10:26.000;-9.1;4.94;22.98;1;121.0;-16.957;24.2;-70.197;
2020-12-19T06:15:26.000;2020-12-18T23:15:26.000;-9.1;4.94;22.99;1;121.0;-17.924;24.3;-71.051;
2020-12-19T06:20:26.000;2020-12-18T23:20:26.000;-9.4;4.94;22.99;1;120.9;-18.892;24.3;-71.881;
2020-12-19T06:25:26.000;2020-12-18T23:25:26.000;-9.4;4.94;23.00;1;120.9;-19.862;24.3;-72.683;
2020-12-19T06:30:26.000;2020-12-18T23:30:26.000;-9.4;4.94;23.01;1;120.9;-20.833;24.3;-73.453;
2020-12-19T06:35:27.000;2020-12-18T23:35:27.000;-9.4;4.94;23.01;1;120.8;-21.809;24.4;-74.189;
2020-12-19T06:40:27.000;2020-12-18T23:40:27.000;-9.4;4.94;23.01;1;120.8;-22.783;24.4;-74.881;
2020-12-19T06:45:27.000;2020-12-18T23:45:27.000;-9.4;4.94;23.01;1;120.7;-23.758;24.4;-75.524;
2020-12-19T06:50:27.000;2020-12-18T23:50:27.000;-9.4;4.94;23.01;1;120.7;-24.735;24.5;-76.113;
2020-12-19T06:55:26.000;2020-12-18T23:55:26.000;-9.7;4.94;23.00;1;120.7;-25.708;24.5;-76.638;
2020-12-19T07:00:26.000;2020-12-19T00:00:26.000;-9.7;4.94;22.99;1;120.6;-26.686;24.5;-77.095;
2020-12-19T07:05:26.000;2020-12-19T00:05:26.000;-9.7;4.94;22.99;1;120.6;-27.664;24.6;-77.475;
2020-12-19T07:10:26.000;2020-12-19T00:10:26.000;-9.7;4.94;22.99;1;120.5;-28.643;24.6;-77.770;
2020-12-19T07:15:26.000;2020-12-19T00:15:26.000;-9.7;4.94;22.99;1;120.5;-29.622;24.6;-77.974;
2020-12-19T07:20:26.000;2020-12-19T00:20:26.000;-9.7;4.94;22.99;1;120.5;-30.601;24.7;-78.083;
2020-12-19T07:25:26.000;2020-12-19T00:25:26.000;-9.7;4.94;22.99;1;120.4;-31.580;24.7;-78.093;
2020-12-19T07:30:26.000;2020-12-19T00:30:26.000;-9.7;4.94;23.01;1;120.4;-32.559;24.7;-78.004;
2020-12-19T07:35:26.000;2020-12-19T00:35:26.000;-9.7;4.94;23.01;1;120.3;-33.538;24.8;-77.819;
2020-12-19T07:40:27.000;2020-12-19T00:40:27.000;-9.7;4.94;23.02;1;120.3;-34.519;24.8;-77.541;
2020-12-19T07:45:27.000;2020-12-19T00:45:27.000;-9.7;4.94;23.03;1;120.2;-35.497;24.8;-77.178;
2020-12-19T07:50:28.000;2020-12-19T00:50:28.000;-9.7;4.94;23.04;1;120.2;-36.476;24.8;-76.734;
2020-12-19T07:55:28.000;2020-12-19T00:55:28.000;-9.7;4.94;23.06;1;120.2;-37.452;24.9;-76.220;
2020-12-19T08:00:29.000;2020-12-19T01:00:29.000;-9.7;4.94;23.07;1;120.1;-38.429;24.9;-75.641;
2020-12-19T08:05:29.000;2020-12-19T01:05:29.000;-10.0;4.94;23.08;1;120.1;-39.402;24.9;-75.007;
2020-12-19T08:10:30.000;2020-12-19T01:10:30.000;-9.7;4.94;23.11;1;120.0;-40.376;25.0;-74.322;
2020-12-19T08:15:30.000;2020-12-19T01:15:30.000;-10.0;4.94;23.13;1;120.0;-41.345;25.0;-73.596;
2020-12-19T08:20:31.000;2020-12-19T01:20:31.000;-10.0;4.94;23.14;1;120.0;-42.315;25.0;-72.829;
2020-12-19T08:25:32.000;2020-12-19T01:25:32.000;-10.0;4.94;23.16;1;119.9;-43.282;25.1;-72.030;
2020-12-19T08:30:32.000;2020-12-19T01:30:32.000;-10.0;4.94;23.18;1;119.9;-44.244;25.1;-71.206;
2020-12-19T08:35:33.000;2020-12-19T01:35:33.000;-10.0;4.94;23.19;1;119.8;-45.206;25.1;-70.353;
2020-12-19T08:40:33.000;2020-12-19T01:40:33.000;-10.0;4.94;23.20;1;119.8;-46.161;25.2;-69.482;
2020-12-19T08:45:34.000;2020-12-19T01:45:34.000;-10.0;4.94;23.21;1;119.8;-47.115;25.2;-68.589;
2020-12-19T08:50:34.000;2020-12-19T01:50:34.000;-10.0;4.94;23.22;1;119.7;-48.062;25.2;-67.683;
2020-12-19T08:55:35.000;2020-12-19T01:55:35.000;-10.0;4.94;23.23;1;119.7;-49.008;25.3;-66.759;
2020-12-19T09:00:36.000;2020-12-19T02:00:36.000;-10.4;4.94;23.24;1;119.6;-49.948;25.3;-65.822;
2020-12-19T09:05:33.000;2020-12-19T02:05:33.000;-10.4;4.94;23.25;1;119.6;-50.871;25.3;-64.887;
2020-12-19T09:10:33.000;2020-12-19T02:10:33.000;-10.4;4.94;23.26;1;119.5;-51.797;25.3;-63.933;
2020-12-19T09:15:34.000;2020-12-19T02:15:34.000;-10.4;4.94;23.28;1;119.5;-52.720;25.4;-62.967;
2020-12-19T09:20:35.000;2020-12-19T02:20:35.000;-10.4;4.94;23.29;1;119.5;-53.635;25.4;-61.993;
2020-12-19T09:25:35.000;2020-12-19T02:25:35.000;-10.4;4.94;23.30;1;119.4;-54.540;25.4;-61.015;
2020-12-19T09:30:35.000;2020-12-19T02:30:35.000;-10.4;4.94;23.31;1;119.4;-55.436;25.5;-60.032;
2020-12-19T09:35:35.000;2020-12-19T02:35:35.000;-10.4;4.94;23.33;1;119.3;-56.323;25.5;-59.043;
2020-12-19T09:40:36.000;2020-12-19T02:40:36.000;-10.4;4.94;23.34;1;119.3;-57.202;25.5;-58.046;
2020-12-19T09:45:37.000;2020-12-19T02:45:37.000;-10.4;4.94;23.35;1;119.3;-58.070;25.6;-57.045;
2020-12-19T09:50:37.000;2020-12-19T02:50:37.000;-10.4;4.94;23.36;1;119.2;-58.923;25.6;-56.044;
2020-12-19T09:55:38.000;2020-12-19T02:55:38.000;-10.4;4.94;23.37;1;119.2;-59.766;25.6;-55.036;
2020-12-19T10:00:38.000;2020-12-19T03:00:38.000;-10.4;4.94;23.38;1;119.1;-60.591;25.7;-54.029;
2020-12-19T10:05:39.000;2020-12-19T03:05:39.000;-10.4;4.94;23.39;1;119.1;-61.403;25.7;-53.016;
2020-12-19T10:10:39.000;2020-12-19T03:10:39.000;-10.7;4.94;23.41;1;119.1;-62.195;25.7;-52.004;
2020-12-19T10:15:40.000;2020-12-19T03:15:40.000;-10.7;4.94;23.41;1;119.0;-62.970;25.8;-50.987;
2020-12-19T10:20:40.000;2020-12-19T03:20:40.000;-10.7;4.94;23.42;1;119.0;-63.722;25.8;-49.972;
2020-12-19T10:25:41.000;2020-12-19T03:25:41.000;-10.7;4.94;23.44;1;118.9;-64.454;25.8;-48.952;
2020-12-19T10:30:41.000;2020-12-19T03:30:41.000;-10.7;4.94;23.44;1;118.9;-65.158;25.8;-47.935;
2020-12-19T10:35:42.000;2020-12-19T03:35:42.000;-10.7;4.94;23.45;1;118.8;-65.838;25.9;-46.913;
2020-12-19T10:40:42.000;2020-12-19T03:40:42.000;-11.0;4.94;23.46;1;118.8;-66.485;25.9;-45.894;
2020-12-19T10:45:43.000;2020-12-19T03:45:43.000;-10.7;4.94;23.47;1;118.8;-67.103;25.9;-44.872;
2020-12-19T10:50:43.000;2020-12-19T03:50:43.000;-10.7;4.94;23.48;1;118.7;-67.683;26.0;-43.852;
2020-12-19T10:55:43.000;2020-12-19T03:55:43.000;-11.0;4.94;23.47;1;118.7;-68.226;26.0;-42.833;
2020-12-19T11:00:44.000;2020-12-19T04:00:44.000;-11.0;4.94;23.50;1;118.6;-68.730;26.0;-41.810;
2020-12-19T11:05:45.000;2020-12-19T04:05:45.000;-11.0;4.94;23.52;1;118.6;-69.190;26.1;-40.787;
2020-12-19T11:10:46.000;2020-12-19T04:10:46.000;-11.0;4.94;23.54;1;118.6;-69.603;26.1;-39.765;
2020-12-19T11:15:47.000;2020-12-19T04:15:47.000;-11.0;4.94;23.54;1;118.5;-69.966;26.1;-38.743;
2020-12-19T11:20:47.000;2020-12-19T04:20:47.000;-10.7;4.94;23.55;1;118.5;-70.275;26.2;-37.726;
2020-12-19T11:25:48.000;2020-12-19T04:25:48.000;-10.7;4.94;23.56;1;118.4;-70.530;26.2;-36.706;
2020-12-19T11:30:48.000;2020-12-19T04:30:48.000;-10.7;4.94;23.56;1;118.4;-70.727;26.2;-35.690;
2020-12-19T11:35:49.000;2020-12-19T04:35:49.000;-11.0;4.94;23.56;1;118.4;-70.865;26.3;-34.672;
2020-12-19T11:40:49.000;2020-12-19T04:40:49.000;-10.7;4.94;23.57;1;118.3;-70.942;26.3;-33.658;
2020-12-19T11:45:49.000;2020-12-19T04:45:49.000;-10.7;4.94;23.57;1;118.3;-70.959;26.3;-32.646;
2020-12-19T11:50:49.000;2020-12-19T04:50:49.000;-10.7;4.94;23.58;1;118.2;-70.914;26.4;-31.635;
2020-12-19T11:55:50.000;2020-12-19T04:55:50.000;-10.7;4.94;23.58;1;118.2;-70.807;26.4;-30.622;
2020-12-19T12:00:50.000;2020-12-19T05:00:50.000;-10.7;4.94;23.58;1;118.1;-70.641;26.4;-29.615;
2020-12-19T12:05:50.000;2020-12-19T05:05:50.000;-10.7;4.94;23.58;1;118.1;-70.417;26.4;-28.609;
2020-12-19T12:10:50.000;2020-12-19T05:10:50.000;-10.7;4.94;23.58;1;118.1;-70.136;26.5;-27.605;
2020-12-19T12:15:50.000;2020-12-19T05:15:50.000;-10.7;4.94;23.58;1;118.0;-69.801;26.5;-26.603;
2020-12-19T12:20:50.000;2020-12-19T05:20:50.000;-11.0;4.94;23.58;1;118.0;-69.415;26.5;-25.603;
2020-12-19T12:25:49.000;2020-12-19T05:25:49.000;-11.0;4.94;23.58;1;117.9;-68.982;26.6;-24.608;
2020-12-19T12:30:49.000;2020-12-19T05:30:49.000;-11.0;4.94;23.58;1;117.9;-68.502;26.6;-23.613;
2020-12-19T12:35:49.000;2020-12-19T05:35:49.000;-11.0;4.94;23.58;1;117.9;-67.980;26.6;-22.620;
2020-12-19T12:40:50.000;2020-12-19T05:40:50.000;-11.0;4.94;23.58;1;117.8;-67.415;26.7;-21.626;
2020-12-19T12:45:50.000;2020-12-19T05:45:50.000;-11.0;4.94;23.59;1;117.8;-66.816;26.7;-20.639;
2020-12-19T12:50:50.000;2020-12-19T05:50:50.000;-11.0;4.94;23.59;1;117.7;-66.183;26.7;-19.654;
2020-12-19T12:55:50.000;2020-12-19T05:55:50.000;-11.0;4.94;23.59;1;117.7;-65.519;26.8;-18.672;
2020-12-19T13:00:49.000;2020-12-19T06:00:49.000;-11.0;4.94;23.58;1;117.7;-64.829;26.8;-17.697;
2020-12-19T13:05:46.000;2020-12-19T06:05:46.000;-11.0;4.94;23.51;1;117.6;-64.117;26.8;-16.731;
2020-12-19T13:10:38.000;2020-12-19T06:10:38.000;-11.0;4.94;23.38;1;117.6;-63.394;26.9;-15.785;
2020-12-19T13:15:29.000;2020-12-19T06:15:29.000;-11.0;4.94;23.10;1;117.5;-62.653;26.9;-14.845;
2020-12-19T13:20:14.000;2020-12-19T06:20:14.000;-11.0;4.94;22.63;1;117.5;-61.908;26.9;-13.927;
2020-12-19T13:25:09.000;2020-12-19T06:25:09.000;-11.0;4.94;21.94;1;117.5;-61.119;26.9;-12.982;
2020-12-19T13:30:08.000;2020-12-19T06:30:08.000;-11.0;4.94;21.10;1;117.4;-60.303;27.0;-12.027;
2020-12-19T13:35:05.000;2020-12-19T06:35:05.000;-11.0;4.94;20.22;1;117.4;-59.476;27.0;-11.082;
2020-12-19T13:40:05.000;2020-12-19T06:40:05.000;-11.0;4.94;19.31;1;117.3;-58.627;27.0;-10.132;
2020-12-19T13:45:05.000;2020-12-19T06:45:05.000;-11.0;4.94;18.36;1;117.3;-57.764;27.1;-9.186;
2020-12-19T13:50:05.000;2020-12-19T06:50:05.000;-10.7;4.94;17.34;1;117.3;-56.890;27.1;-8.245;
2020-12-19T13:55:05.000;2020-12-19T06:55:05.000;-10.4;4.94;16.21;1;117.2;-56.004;27.1;-7.308;
2020-12-19T14:00:05.000;2020-12-19T07:00:05.000;-10.0;4.94;14.96;1;117.2;-55.107;27.2;-6.377;
2020-12-19T14:05:05.000;2020-12-19T07:05:05.000;-9.7;4.94;13.72;1;117.1;-54.202;27.2;-5.450;
2020-12-19T14:10:05.000;2020-12-19T07:10:05.000;-9.4;4.94;12.49;1;117.1;-53.288;27.2;-4.528;
